N,Team,Season,GP,W,L,T,OT,P,ROW,P_Shr,GF,GA,S_O_Win,GF_GP,GA_GP,PP_Shr,PK_Shr,Shots_GP,SA_GP,FOW_Shr
791,New York Islanders,2006-07,5,1,4,0,0,0,0,.000,11,17,0,2.20,3.40,10.5,83.3,26.8,32.4,52.7
792,Vancouver Canucks,1982-83,4,1,3,0,0,0,0,.000,14,17,0,3.50,4.25,10.0,77.8,32.8,29.0,--
793,New York Rangers,2015-16,5,1,4,0,0,0,0,.000,10,21,0,2.00,4.20,10.5,61.9,30.8,30.6,52.8
794,Minnesota Wild,2006-07,5,1,4,0,0,0,0,.000,9,12,0,1.80,2.40,7.4,73.7,28.8,29.2,51.6
795,St. Louis Blues,1982-83,4,1,3,0,0,0,0,.000,10,16,0,2.50,4.00,22.7,87.0,29.0,37.3,--
796,Buffalo Sabres,1999-00,5,1,4,0,0,0,0,.000,8,14,0,1.60,2.80,16.7,67.8,24.8,29.8,49.7
797,Chicago Blackhawks,2001-02,5,1,4,0,0,0,0,.000,5,13,0,1.00,2.60,5.9,75.0,24.2,27.8,46.7
798,Montréal Canadiens,1996-97,5,1,4,0,0,0,0,.000,11,22,0,2.20,4.40,0.0,67.8,28.4,42.2,0.0
799,Toronto Maple Leafs,1955-56,5,1,4,0,0,0,0,.000,10,14,0,2.00,2.80,--,--,--,--,--
800,Buffalo Sabres,1981-82,4,1,3,0,0,0,0,.000,11,17,0,2.75,4.25,--,--,26.8,28.3,--
801,Pittsburgh Penguins,1975-76,3,1,2,0,0,0,0,.000,3,8,0,1.00,2.67,--,--,37.0,31.0,--
802,Boston Bruins,1935-36,2,1,1,0,0,0,0,.000,6,8,0,3.00,4.00,--,--,--,--,--
803,Boston Bruins,1947-48,5,1,4,0,0,0,0,.000,13,20,0,2.60,4.00,--,--,--,--,--
804,Los Angeles Kings,1986-87,5,1,4,0,0,0,0,.000,20,32,0,4.00,6.40,23.8,63.6,25.4,36.6,--
805,Toronto Maple Leafs,1943-44,5,1,4,0,0,0,0,.000,6,23,0,1.20,4.60,--,--,--,--,--
806,Boston Bruins,1995-96,5,1,4,0,0,0,0,.000,16,22,0,3.20,4.40,25.9,83.3,37.6,28.0,0.0
807,New Jersey Devils,2003-04,5,1,4,0,0,0,0,.000,9,14,0,1.80,2.80,16.7,66.7,31.0,26.8,48.5
808,Boston Bruins,1934-35,4,1,3,0,0,0,0,.000,2,7,0,0.50,1.75,--,--,--,--,--
809,Detroit Red Wings,1983-84,4,1,3,0,0,0,0,.000,12,13,0,3.00,3.25,16.0,70.6,33.8,28.8,--
810,Montréal Maroons,1929-30,4,1,3,0,0,0,0,.000,5,11,0,1.25,2.75,--,--,--,--,--
811,New York Rangers,1934-35,4,1,1,2,0,0,0,.000,10,10,0,2.50,2.50,--,--,--,--,--
812,Florida Panthers,1996-97,5,1,4,0,0,0,0,.000,10,13,0,2.00,2.60,24.0,90.5,32.2,36.8,0.0
813,Montréal Canadiens,1949-50,5,1,4,0,0,0,0,.000,7,15,0,1.40,3.00,--,--,--,--,--
814,Montréal Maroons,1933-34,4,1,2,1,0,0,0,.000,4,7,0,1.00,1.75,--,--,--,--,--
815,Vancouver Canucks,2011-12,5,1,4,0,0,0,0,.000,8,12,0,1.60,2.40,14.3,88.5,34.4,33.2,51.7
816,Los Angeles Kings,2015-16,5,1,4,0,0,0,0,.000,11,16,0,2.20,3.20,21.4,76.2,25.0,26.6,54.5
817,Detroit Red Wings,2015-16,5,1,4,0,0,0,0,.000,8,12,0,1.60,2.40,4.0,82.6,32.0,27.6,50.0
818,Toronto Maple Leafs,1989-90,5,1,4,0,0,0,0,.000,16,20,0,3.20,4.00,14.3,71.4,31.2,34.0,0.0
819,Chicago Blackhawks,1935-36,2,1,1,0,0,0,0,.000,5,7,0,2.50,3.50,--,--,--,--,--
820,Calgary Flames,1984-85,4,1,3,0,0,0,0,.000,13,15,0,3.25,3.75,--,--,33.8,32.0,--
821,New York Rangers,1977-78,3,1,2,0,0,0,0,.000,6,11,0,2.00,3.67,20.0,81.8,24.7,32.7,--
822,New Jersey Devils,2009-10,5,1,4,0,0,0,0,.000,9,15,0,1.80,3.00,12.5,72.4,27.0,25.2,50.3
823,Chicago Blackhawks,1931-32,2,1,1,0,0,0,0,.000,2,6,0,1.00,3.00,--,--,--,--,--
824,Los Angeles Kings,1974-75,3,1,2,0,0,0,0,.000,6,7,0,2.00,2.33,--,--,31.7,33.0,--
825,Montréal Maroons,1926-27,2,0,1,1,0,0,0,.000,1,2,0,0.50,1.00,--,--,--,--,--
826,Ottawa Senators (1917),1923-24,2,0,2,0,0,0,0,.000,2,5,0,1.00,2.50,--,--,--,--,--
827,Chicago Blackhawks,1926-27,2,0,1,1,0,0,0,.000,5,10,0,2.50,5.00,--,--,--,--,--
828,Colorado Rockies,1977-78,2,0,2,0,0,0,0,.000,3,6,0,1.50,3.00,20.0,66.7,17.5,44.5,--
829,Pittsburgh Pirates,1925-26,2,0,1,1,0,0,0,.000,4,6,0,2.00,3.00,--,--,--,--,--
830,New York Rangers,1933-34,2,0,1,1,0,0,0,.000,1,2,0,0.50,1.00,--,--,--,--,--
831,Vancouver Canucks,1980-81,3,0,3,0,0,0,0,.000,7,13,0,2.33,4.33,8.3,63.6,22.3,29.3,--
832,Chicago Blackhawks,1986-87,4,0,4,0,0,0,0,.000,6,15,0,1.50,3.75,0.0,73.3,30.3,34.0,--
833,Anaheim Ducks,2017-18,4,0,4,0,0,0,0,.000,4,16,0,1.00,4.00,16.7,70.0,33.0,32.3,49.6
834,Boston Bruins,1983-84,3,0,3,0,0,0,0,.000,2,10,0,0.67,3.33,7.7,83.3,25.3,22.7,--
835,Toronto Maple Leafs,1954-55,4,0,4,0,0,0,0,.000,6,14,0,1.50,3.50,--,--,--,--,--
836,Edmonton Oilers,1979-80,3,0,3,0,0,0,0,.000,6,12,0,2.00,4.00,6.3,81.8,28.0,42.3,--
837,Edmonton Eskimos,1922-23,2,0,2,0,0,0,0,.000,1,3,0,0.50,1.50,--,--,--,--,--
838,Detroit Red Wings,1957-58,4,0,4,0,0,0,0,.000,6,19,0,1.50,4.75,--,--,32.5,32.8,--
839,Buffalo Sabres,1983-84,3,0,3,0,0,0,0,.000,5,13,0,1.67,4.33,0.0,80.0,27.7,24.3,--
840,Montréal Canadiens,1928-29,3,0,3,0,0,0,0,.000,2,5,0,0.67,1.67,--,--,--,--,--
841,Toronto St. Patricks,1924-25,2,0,2,0,0,0,0,.000,2,5,0,1.00,2.50,--,--,--,--,--
842,Los Angeles Kings,1978-79,2,0,2,0,0,0,0,.000,2,9,0,1.00,4.50,20.0,62.5,34.0,36.5,--
843,Vancouver Millionaires,1923-24,2,0,2,0,0,0,0,.000,3,5,0,1.50,2.50,--,--,--,--,--
844,Minnesota North Stars,1976-77,2,0,2,0,0,0,0,.000,3,11,0,1.50,5.50,--,--,25.0,32.0,--
845,St. Louis Blues,2008-09,4,0,4,0,0,0,0,.000,5,11,0,1.25,2.75,4.2,77.8,32.8,30.0,47.5
846,Chicago Blackhawks,1975-76,4,0,4,0,0,0,0,.000,3,13,0,0.75,3.25,--,--,27.5,32.8,--
847,Florida Panthers,1999-00,4,0,4,0,0,0,0,.000,6,12,0,1.50,3.00,7.1,87.5,26.0,34.0,50.5
848,New York Islanders,1993-94,4,0,4,0,0,0,0,.000,3,22,0,0.75,5.50,5.9,70.4,22.5,31.8,0.0
849,Vancouver Canucks,1985-86,3,0,3,0,0,0,0,.000,5,17,0,1.67,5.67,15.4,63.6,26.7,37.0,--
850,Montréal Maroons,1935-36,3,0,3,0,0,0,0,.000,1,6,0,0.33,2.00,--,--,--,--,--
851,St. Louis Blues,1976-77,4,0,4,0,0,0,0,.000,4,19,0,1.00,4.75,--,--,26.3,37.3,--
852,Montréal Canadiens,1927-28,2,0,1,1,0,0,0,.000,2,3,0,1.00,1.50,--,--,--,--,--
853,Boston Bruins,1927-28,2,0,1,1,0,0,0,.000,2,5,0,1.00,2.50,--,--,--,--,--
854,New York Rangers,1926-27,2,0,1,1,0,0,0,.000,1,3,0,0.50,1.50,--,--,--,--,--
855,Toronto Maple Leafs,1979-80,3,0,3,0,0,0,0,.000,8,17,0,2.67,5.67,26.7,69.6,29.3,45.0,--
856,Boston Bruins,1937-38,3,0,3,0,0,0,0,.000,3,6,0,1.00,2.00,--,--,--,--,--
857,Detroit Red Wings,1984-85,3,0,3,0,0,0,0,.000,8,23,0,2.67,7.67,--,--,35.0,29.0,--
858,Montréal Canadiens,2008-09,4,0,4,0,0,0,0,.000,6,17,0,1.50,4.25,0.0,75.0,27.8,32.5,48.9
859,Los Angeles Kings,1984-85,3,0,3,0,0,0,0,.000,7,11,0,2.33,3.67,--,--,35.3,33.3,--
860,Boston Bruins,1953-54,4,0,4,0,0,0,0,.000,4,16,0,1.00,4.00,--,--,--,--,--
861,Detroit Falcons,1931-32,2,0,1,1,0,0,0,.000,1,3,0,0.50,1.50,--,--,--,--,--
862,Chicago Blackhawks,1929-30,2,0,1,1,0,0,0,.000,2,3,0,1.00,1.50,--,--,--,--,--
863,Montréal Canadiens,1933-34,2,0,1,1,0,0,0,.000,3,4,0,1.50,2.00,--,--,--,--,--
864,Toronto Maple Leafs,1973-74,4,0,4,0,0,0,0,.000,9,17,0,2.25,4.25,--,--,38.8,36.3,--
865,Vancouver Canucks,2012-13,4,0,4,0,0,0,0,.000,8,15,0,2.00,3.75,20.0,70.8,31.5,36.5,43.9
866,Ottawa Senators (1917),1925-26,2,0,1,1,0,0,0,.000,1,2,0,0.50,1.00,--,--,--,--,--
867,Ottawa Senators (1917),1921-22,2,0,1,1,0,0,0,.000,4,5,0,2.00,2.50,--,--,--,--,--
868,Detroit Red Wings,2002-03,4,0,4,0,0,0,0,.000,6,10,0,1.50,2.50,14.3,100.0,42.8,30.0,54.2
869,Los Angeles Kings,2017-18,4,0,4,0,0,0,0,.000,3,7,0,0.75,1.75,7.7,91.7,32.5,32.8,52.4
870,Detroit Cougars,1928-29,2,0,2,0,0,0,0,.000,2,7,0,1.00,3.50,--,--,--,--,--
871,Winnipeg Jets (1979),1982-83,3,0,3,0,0,0,0,.000,9,14,0,3.00,4.67,35.3,81.8,28.7,31.3,--
872,Atlanta Flames,1977-78,2,0,2,0,0,0,0,.000,5,8,0,2.50,4.00,0.0,50.0,28.0,23.5,--
873,New York Rangers,1984-85,3,0,3,0,0,0,0,.000,10,14,0,3.33,4.67,--,--,34.0,36.7,--
874,Toronto Maple Leafs,1965-66,4,0,4,0,0,0,0,.000,6,15,0,1.50,3.75,--,--,28.5,37.0,--
875,Chicago Blackhawks,1992-93,4,0,4,0,0,0,0,.000,6,13,0,1.50,3.25,4.2,72.0,35.0,24.3,0.0
876,Calgary Flames,1995-96,4,0,4,0,0,0,0,.000,7,16,0,1.75,4.00,0.0,81.0,35.5,31.0,0.0
877,Atlanta Flames,1973-74,4,0,4,0,0,0,0,.000,6,17,0,1.50,4.25,--,--,26.8,34.8,--
878,Edmonton Oilers,1998-99,4,0,4,0,0,0,0,.000,7,11,0,1.75,2.75,11.8,90.9,23.3,37.3,42.7
879,Montréal Canadiens,1932-33,2,0,1,1,0,0,0,.000,5,8,0,2.50,4.00,--,--,--,--,--
880,Boston Bruins,1967-68,4,0,4,0,0,0,0,.000,8,15,0,2.00,3.75,--,--,26.5,35.8,--
881,Ottawa Senators (1917),1927-28,2,0,2,0,0,0,0,.000,1,3,0,0.50,1.50,--,--,--,--,--
882,Quebec Nordiques,1985-86,3,0,3,0,0,0,0,.000,7,16,0,2.33,5.33,18.8,64.3,33.0,34.3,--
883,Montréal Canadiens,1980-81,3,0,3,0,0,0,0,.000,6,15,0,2.00,5.00,11.8,91.7,32.0,28.7,--
884,Boston Bruins,1992-93,4,0,4,0,0,0,0,.000,12,19,0,3.00,4.75,18.2,73.7,34.0,29.0,0.0
885,Philadelphia Flyers,1970-71,4,0,4,0,0,0,0,.000,8,20,0,2.00,5.00,--,--,33.0,31.8,--
886,Boston Bruins,1980-81,3,0,3,0,0,0,0,.000,13,20,0,4.33,6.67,18.2,68.8,37.0,39.0,--
887,Phoenix Coyotes,2010-11,4,0,4,0,0,0,0,.000,10,18,0,2.50,4.50,33.3,73.3,29.5,35.0,47.8
888,Chicago Blackhawks,1939-40,2,0,2,0,0,0,0,.000,3,5,0,1.50,2.50,--,--,--,--,--
889,Boston Bruins,1985-86,3,0,3,0,0,0,0,.000,6,10,0,2.00,3.33,12.5,85.0,26.0,22.3,--
